,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,LARD-distances
1515,It is a black journal with a closing strap.,notebook_2_4,2,[2 1 0 4 3],allen_wrench_2_3,"['notebook_2_4' 'can_opener_2_1' 'allen_wrench_2_3' 'toothbrush_2_1'
 'allen_wrench_5_2']",[0.51 0.52 0.45 0.68 0.54],[0.61 0.54 0.49 0.52 0.63],[0.56 0.53 0.47 0.6  0.59],[0.5  0.5  0.43 0.49 0.51]
1516,It is a black journal with a closing strap.,notebook_2_3,0,[0 3 1 4 2],notebook_2_3,"['notebook_2_3' 'scissors_1_3' 'bell_pepper_1_1'
 'prescription_medicine_bottle_3_4' 'lemon_3_4']",[0.43 0.53 0.59 0.62 0.58],[0.51 0.66 0.51 0.61 0.58],[0.47 0.59 0.55 0.62 0.58],[0.47 0.5  0.47 0.58 0.51]
1517,"It is a red spiral notebook with ""UMBC"" on the cover.",notebook_1_1,0,[0 3 2 1 4],notebook_1_1,"['notebook_1_1' 'eye_glasses_1_2' 'band_aid_2_4' 'bell_pepper_3_1'
 'plate_1_2']",[0.48 0.66 0.59 0.57 0.65],[0.48 0.6  0.59 0.57 0.65],[0.48 0.63 0.59 0.57 0.65],[0.42 0.72 0.6  0.53 0.64]
1518,Small paper binded object used for writing in.,notebook_2_4,1,[1 2 4 3 0],food_jar_1_3,['notebook_2_4' 'lemon_1_4' 'toothbrush_1_1' 'scissors_2_1' 'food_jar_1_3'],[0.53 0.62 0.64 0.62 0.59],[0.59 0.56 0.56 0.57 0.49],[0.56 0.59 0.6  0.6  0.54],[0.51 0.56 0.57 0.59 0.52]
1519,Small paper binded object used for writing in.,notebook_2_3,0,[0 1 4 3 2],notebook_2_3,"['notebook_2_3' 'shampoo_2_2' 'eye_glasses_1_2'
 'prescription_medicine_bottle_3_3' 'stapler_4_4']",[0.46 0.51 0.68 0.63 0.59],[0.55 0.56 0.55 0.51 0.53],[0.5  0.53 0.61 0.57 0.56],[0.46 0.57 0.63 0.62 0.64]
1520,Small paper binded object used for writing in.,notebook_1_1,1,[1 4 0 3 2],toothbrush_5_3,"['notebook_1_1' 'coffee_mug_1_1' 'toothbrush_5_3' 'water_bottle_2_3'
 'allen_wrench_1_4']",[0.51 0.52 0.43 0.49 0.49],[0.45 0.53 0.44 0.5  0.47],[0.48 0.52 0.43 0.5  0.48],[0.43 0.56 0.46 0.55 0.59]
1521,A black note book consistent with the commercial brand 'moleskin.',notebook_2_4,1,[1 4 2 0 3],lightbulb_2_2,['notebook_2_4' 'lime_3_1' 'marker_3_1' 'lightbulb_2_2' 'lime_1_1'],[0.47 0.62 0.56 0.49 0.58],[0.52 0.63 0.48 0.49 0.6 ],[0.5  0.63 0.52 0.49 0.59],[0.57 0.68 0.46 0.54 0.61]
1522,A black note book consistent with the commercial brand 'moleskin.',notebook_2_3,0,[0 1 4 2 3],notebook_2_3,"['notebook_2_3' 'shampoo_3_1' 'eye_glasses_4_2'
 'prescription_medicine_bottle_3_3' 'screwdriver_5_4']",[0.47 0.52 0.65 0.57 0.57],[0.54 0.52 0.53 0.53 0.57],[0.5  0.52 0.59 0.55 0.57],[0.5  0.58 0.67 0.55 0.57]
1523,"A red spiral notebook with gold embossed letters that spell ""USMC.""",notebook_1_1,3,[3 1 0 4 2],shampoo_4_2,['notebook_1_1' 'pill_cutter_1_4' 'shampoo_4_2' 'banana_1_3' 'shampoo_5_2'],[0.56 0.47 0.49 0.58 0.45],[0.45 0.48 0.44 0.49 0.5 ],[0.51 0.47 0.47 0.54 0.48],[0.42 0.52 0.49 0.55 0.44]
1524,A black book.,notebook_2_4,3,[3 2 1 0 4],stapler_3_2,"['notebook_2_4' 'soda_bottle_5_2' 'picture_frame_1_2' 'stapler_3_2'
 'flashlight_1_3']",[0.51 0.52 0.51 0.5  0.53],[0.58 0.54 0.51 0.48 0.58],[0.54 0.53 0.51 0.49 0.56],[0.59 0.56 0.5  0.44 0.49]
1525,A black book.,notebook_2_3,0,[0 2 4 3 1],notebook_2_3,"['notebook_2_3' 'mouse_3_3' 'medicine_bottle_1_2' 'allen_wrench_1_4'
 'coffee_mug_5_1']",[0.46 0.45 0.56 0.53 0.5 ],[0.46 0.51 0.63 0.57 0.43],[0.46 0.48 0.59 0.55 0.46],[0.43 0.43 0.56 0.53 0.43]
1526,A red notebook with golf writing.,notebook_1_1,0,[0 3 1 2 4],notebook_1_1,['notebook_1_1' 'potato_5_1' 'soda_bottle_4_3' 'plate_1_2' 'lemon_2_4'],[0.53 0.62 0.57 0.6  0.69],[0.52 0.64 0.51 0.6  0.6 ],[0.52 0.63 0.54 0.6  0.65],[0.44 0.64 0.53 0.58 0.65]
1527,I see a black notebook.,notebook_2_4,1,[1 3 0 2 4],shampoo_4_2,"['notebook_2_4' 'prescription_medicine_bottle_3_3' 'shampoo_4_2'
 'toothbrush_4_1' 'gauze_2_3']",[0.51 0.63 0.49 0.48 0.64],[0.48 0.57 0.5  0.55 0.67],[0.5  0.6  0.49 0.52 0.66],[0.43 0.61 0.59 0.54 0.52]
1528,I see a black notebook.,notebook_2_3,1,[1 2 4 3 0],coffee_mug_4_3,['notebook_2_3' 'plate_2_1' 'potato_5_1' 'tissue_box_1_4' 'coffee_mug_4_3'],[0.46 0.53 0.62 0.59 0.48],[0.54 0.57 0.6  0.53 0.46],[0.5  0.55 0.61 0.56 0.47],[0.41 0.59 0.66 0.48 0.44]
1529,I see a red spiral bound notebook.,notebook_1_1,0,[0 4 1 2 3],notebook_1_1,"['notebook_1_1' 'lemon_2_4' 'screwdriver_2_2' 'medicine_bottle_5_2'
 'gauze_1_1']",[0.44 0.67 0.52 0.59 0.66],[0.45 0.62 0.57 0.56 0.53],[0.45 0.65 0.54 0.58 0.6 ],[0.42 0.61 0.51 0.52 0.55]
1530,This is a broad red dry erase marker,marker_1_2,0,[0 2 4 3 1],marker_1_2,"['marker_1_2' 'cell_phone_3_2' 'medicine_bottle_1_2' 'can_opener_2_1'
 'bell_pepper_2_1']",[0.58 0.53 0.61 0.6  0.58],[0.51 0.58 0.64 0.53 0.52],[0.55 0.56 0.62 0.56 0.55],[0.64 0.66 0.66 0.5  0.47]
1531,This is a mini screwdriver with a large red and black handle,screwdriver_5_4,0,[0 3 4 1 2],screwdriver_5_4,['screwdriver_5_4' 'lime_4_2' 'fork_5_1' 'plate_1_2' 'soda_bottle_4_1'],[0.45 0.65 0.63 0.55 0.62],[0.49 0.59 0.65 0.52 0.6 ],[0.47 0.62 0.64 0.53 0.61],[0.47 0.58 0.7  0.61 0.69]
1532,This object is a red dry erase marker.,marker_1_2,4,[4 0 1 3 2],can_opener_4_1,"['marker_1_2' 'can_opener_4_1' 'allen_wrench_1_4' 'soda_bottle_3_2'
 'bell_pepper_3_4']",[0.7  0.46 0.47 0.56 0.54],[0.47 0.54 0.55 0.55 0.48],[0.58 0.5  0.51 0.55 0.51],[0.56 0.52 0.53 0.62 0.54]
1533,This object is a stubby screwdriver with a black and red handle,screwdriver_5_4,2,[2 3 0 1 4],toothpaste_3_1,"['screwdriver_5_4' 'notebook_2_3' 'toothpaste_3_1' 'pliers_2_3'
 'onion_4_4']",[0.57 0.46 0.44 0.52 0.58],[0.44 0.57 0.51 0.44 0.45],[0.51 0.51 0.48 0.48 0.51],[0.51 0.62 0.39 0.42 0.6 ]
1534,this is a red sharpie.,marker_1_2,2,[2 3 0 4 1],stapler_5_4,"['marker_1_2' 'picture_frame_5_1' 'stapler_5_4' 'food_can_4_3'
 'bell_pepper_3_4']",[0.59 0.62 0.61 0.62 0.53],[0.58 0.59 0.45 0.6  0.55],[0.59 0.61 0.53 0.61 0.54],[0.6  0.64 0.5  0.68 0.59]
1535,this is a small red and balck handled short screwdriver.,screwdriver_5_4,1,[1 3 2 0 4],eye_glasses_2_3,"['screwdriver_5_4' 'eye_glasses_2_1' 'spoon_1_3' 'eye_glasses_2_3'
 'food_jar_3_1']",[0.48 0.47 0.54 0.51 0.56],[0.51 0.55 0.47 0.45 0.51],[0.5  0.51 0.51 0.48 0.54],[0.48 0.52 0.57 0.54 0.45]
1536,A red dry erase marker.,marker_1_2,1,[1 4 0 3 2],screwdriver_2_1,['marker_1_2' 'cap_2_2' 'screwdriver_2_1' 'water_bottle_2_3' 'mouse_2_3'],[0.71 0.72 0.32 0.65 0.51],[0.38 0.58 0.71 0.56 0.66],[0.54 0.65 0.51 0.61 0.59],[0.51 0.63 0.46 0.53 0.59]
1537,A short screwdriver with a black and red handle.,screwdriver_5_4,1,[1 2 4 3 0],hammer_1_3,"['screwdriver_5_4' 'bowl_2_3' 'food_can_4_3' 'measuring_tape_2_1'
 'hammer_1_3']",[0.48 0.59 0.9  0.66 0.53],[0.51 0.75 0.81 0.81 0.41],[0.49 0.67 0.85 0.73 0.47],[0.41 0.56 0.78 0.62 0.48]
1538,It is a red expo marker.,marker_1_2,1,[1 0 4 2 3],lime_1_1,['marker_1_2' 'lime_1_1' 'cell_phone_1_2' 'plate_2_1' 'lightbulb_4_3'],[0.75 0.54 0.83 0.63 0.65],[0.42 0.56 0.72 0.67 0.77],[0.58 0.55 0.77 0.65 0.71],[0.57 0.51 0.73 0.7  0.63]
1539,It is a small red and black screwdriver.,screwdriver_5_4,1,[1 3 4 0 2],toothbrush_3_3,"['screwdriver_5_4' 'eye_glasses_3_4' 'cap_1_2' 'toothbrush_3_3'
 'syringe_5_1']",[0.49 0.7  0.71 0.27 0.47],[0.46 0.55 0.7  0.37 0.53],[0.48 0.62 0.7  0.32 0.5 ],[0.47 0.66 0.72 0.3  0.53]
1540,A dry erase marker.  It is mostly white with a red logo and red cap.,marker_1_2,2,[2 3 1 4 0],plate_4_2,['marker_1_2' 'apple_1_2' 'notebook_2_3' 'eye_glasses_1_2' 'plate_4_2'],[0.76 0.71 0.68 0.81 0.59],[0.41 0.58 0.47 0.76 0.55],[0.59 0.65 0.58 0.78 0.57],[0.56 0.6  0.53 0.73 0.48]
1541,A small screwdriver with a red and black handle.,screwdriver_5_4,0,[0 3 2 4 1],screwdriver_5_4,['screwdriver_5_4' 'tissue_box_1_3' 'bowl_2_3' 'onion_5_1' 'spoon_2_3'],[0.47 0.72 0.58 0.86 0.51],[0.5  0.8  0.74 0.93 0.59],[0.48 0.76 0.66 0.89 0.55],[0.5  0.69 0.64 0.86 0.51]
1542,This is a whiteboard marker.,marker_1_2,0,[0 4 3 2 1],marker_1_2,"['marker_1_2' 'banana_1_3' 'eye_glasses_4_2' 'pliers_5_3'
 'measuring_tape_1_1']",[0.78 0.9  0.87 0.53 0.64],[0.35 0.85 0.75 0.7  0.53],[0.57 0.87 0.81 0.61 0.59],[0.58 0.9  0.86 0.64 0.62]
1543,This is a tool that can be used by handymen.,screwdriver_5_4,1,[1 3 4 0 2],pliers_2_3,"['screwdriver_5_4' 'prescription_medicine_bottle_1_3' 'soda_bottle_5_2'
 'pliers_2_3' 'book_3_1']",[0.47 0.78 0.76 0.32 0.66],[0.41 0.59 0.7  0.29 0.65],[0.44 0.68 0.73 0.3  0.66],[0.5  0.81 0.79 0.34 0.69]
1544,I cannot see this object.,marker_1_2,0,[0 4 2 1 3],marker_1_2,['marker_1_2' 'soda_bottle_1_1' 'water_bottle_1_4' 'hammer_4_2' 'fork_1_2'],[0.51 0.66 0.55 0.42 0.6 ],[0.4  0.64 0.61 0.59 0.6 ],[0.45 0.65 0.58 0.5  0.6 ],[0.52 0.54 0.52 0.49 0.58]
1545,This is a Philips screwdriver.,screwdriver_5_4,2,[2 1 0 4 3],toothbrush_1_1,"['screwdriver_5_4' 'hammer_3_3' 'toothbrush_1_1' 'measuring_tape_5_1'
 'lime_3_1']",[0.57 0.52 0.44 0.62 0.58],[0.52 0.37 0.44 0.66 0.62],[0.54 0.45 0.44 0.64 0.6 ],[0.55 0.44 0.44 0.65 0.51]
1546,This is a red marker.,marker_1_2,1,[1 3 2 0 4],pliers_4_1,['marker_1_2' 'onion_4_4' 'bowl_4_2' 'pliers_4_1' 'bell_pepper_5_1'],[0.72 0.67 0.66 0.52 0.74],[0.39 0.64 0.64 0.45 0.57],[0.56 0.65 0.65 0.49 0.66],[0.57 0.61 0.66 0.52 0.61]
1547,This is a short screwdriver.,screwdriver_5_4,0,[0 4 2 1 3],screwdriver_5_4,"['screwdriver_5_4' 'mouse_3_3' 'measuring_tape_3_4' 'marker_4_4'
 'book_2_4']",[0.53 0.8  0.6  0.52 0.63],[0.47 0.69 0.58 0.56 0.57],[0.5  0.75 0.59 0.54 0.6 ],[0.45 0.74 0.54 0.47 0.6 ]
1548,a red magic marker,marker_1_2,1,[1 3 2 4 0],toothpaste_1_3,['marker_1_2' 'food_can_2_1' 'shampoo_4_2' 'onion_5_1' 'toothpaste_1_3'],[0.7  0.7  0.66 0.84 0.54],[0.4  0.71 0.63 0.88 0.49],[0.55 0.7  0.64 0.86 0.51],[0.6  0.72 0.64 0.84 0.53]
1549,a small red and black screwdriver,screwdriver_5_4,0,[0 2 1 4 3],screwdriver_5_4,"['screwdriver_5_4' 'lemon_4_4' 'shampoo_4_2' 'food_can_3_2'
 'coffee_mug_5_1']",[0.48 0.73 0.56 0.88 0.8 ],[0.47 0.55 0.58 0.85 0.91],[0.48 0.64 0.57 0.86 0.85],[0.49 0.67 0.62 0.88 0.86]
1550,This is a hmmer with a silver head and black and yellow handle,hammer_1_3,0,[0 4 3 1 2],hammer_1_3,['hammer_1_3' 'band_aid_1_4' 'plate_3_1' 'cap_1_2' 'bell_pepper_3_4'],[0.39 0.67 0.69 0.58 0.66],[0.42 0.84 0.69 0.68 0.68],[0.4  0.75 0.69 0.63 0.67],[0.36 0.79 0.8  0.66 0.7 ]
1551,"It is a black, yellow, and silver hammer.",hammer_1_3,0,[0 3 1 2 4],hammer_1_3,"['hammer_1_3' 'toothbrush_1_1' 'pliers_2_3' 'screwdriver_5_4'
 'cell_phone_1_2']",[0.27 0.89 0.63 0.59 0.7 ],[0.42 0.5  0.45 0.61 0.75],[0.34 0.69 0.54 0.6  0.72],[0.32 0.62 0.46 0.54 0.75]
1552,A claw hammer with a yellow and black handle.,hammer_1_3,0,[0 2 3 1 4],hammer_1_3,"['hammer_1_3' 'measuring_tape_2_4' 'soda_bottle_4_3' 'bell_pepper_3_1'
 'apple_3_4']",[0.29 0.62 0.75 0.71 0.73],[0.37 0.84 0.72 0.65 0.83],[0.33 0.73 0.73 0.68 0.78],[0.32 0.74 0.74 0.72 0.82]
1553,a yellow and black hammer,hammer_1_3,0,[0 3 4 2 1],hammer_1_3,"['hammer_1_3' 'lime_1_1' 'medicine_bottle_3_4' 'marker_4_4'
 'can_opener_3_4']",[0.29 0.61 0.96 0.62 0.32],[0.39 0.63 0.82 0.6  0.5 ],[0.34 0.62 0.89 0.61 0.41],[0.34 0.61 0.84 0.58 0.4 ]
1554,"this is an object typically used for connecting items. The handle is black and yellow, the top is a darker shade of silver",hammer_1_3,0,[0 3 2 4 1],hammer_1_3,['hammer_1_3' 'pencil_1_1' 'hand_towel_3_4' 'bowl_2_3' 'hand_towel_2_3'],[0.37 0.62 0.5  0.65 0.44],[0.43 0.66 0.48 0.75 0.5 ],[0.4  0.64 0.49 0.7  0.47],[0.35 0.75 0.46 0.76 0.45]
1555,This is a hammer.,hammer_1_3,0,[0 3 2 1 4],hammer_1_3,['hammer_1_3' 'lemon_4_4' 'lemon_2_4' 'eye_glasses_2_1' 'potato_4_1'],[0.26 0.77 0.81 0.63 0.83],[0.34 0.69 0.64 0.56 0.9 ],[0.3  0.73 0.73 0.6  0.86],[0.35 0.61 0.62 0.55 0.71]
1556,The object is a claw hammer with a yellow and black handle.,hammer_1_3,0,[0 2 4 1 3],hammer_1_3,['hammer_1_3' 'lime_4_2' 'plate_5_4' 'shampoo_1_2' 'pencil_1_1'],[0.3  0.75 0.98 0.7  0.88],[0.36 0.71 0.85 0.66 0.89],[0.33 0.73 0.92 0.68 0.89],[0.33 0.73 0.84 0.64 0.81]
1557,There is a yellow and black hammer.,hammer_1_3,0,[0 4 1 3 2],hammer_1_3,['hammer_1_3' 'bowl_2_3' 'lime_1_1' 'scissors_1_3' 'shampoo_1_2'],[0.29 0.83 0.62 0.72 0.69],[0.36 0.8  0.64 0.86 0.66],[0.33 0.82 0.63 0.79 0.68],[0.33 0.86 0.61 0.81 0.69]
1558,This is a hammer with a yellow and black handle.,hammer_1_3,0,[0 2 3 4 1],hammer_1_3,"['hammer_1_3' 'toothbrush_3_3' 'coffee_mug_2_1' 'bell_pepper_3_1'
 'pliers_2_3']",[0.29 0.64 0.59 0.68 0.65],[0.36 0.46 0.59 0.62 0.44],[0.32 0.55 0.59 0.65 0.55],[0.32 0.49 0.67 0.71 0.49]
1559,The object is a hammer with a yellow and black handle.,hammer_1_3,0,[0 3 2 1 4],hammer_1_3,"['hammer_1_3' 'water_bottle_1_4' 'lightbulb_3_1' 'toothbrush_3_3'
 'band_aid_1_4']",[0.3  0.76 0.72 0.64 0.94],[0.36 0.8  0.69 0.46 0.72],[0.33 0.78 0.71 0.55 0.83],[0.37 0.63 0.63 0.52 0.7 ]
1560,The object is medium pink sponge.,sponge_2_4,0,[0 4 3 1 2],sponge_2_4,['sponge_2_4' 'apple_1_5' 'pliers_5_3' 'band_aid_4_2' 'onion_5_1'],[0.19 0.87 0.69 0.26 0.48],[0.22 0.9  0.57 0.52 0.48],[0.21 0.88 0.63 0.39 0.48],[0.22 0.78 0.62 0.36 0.39]
1561,A pink Ocello sponge. It is not in its package.,sponge_2_4,0,[0 3 4 1 2],sponge_2_4,"['sponge_2_4' 'lightbulb_3_1' 'coffee_mug_1_1' 'shampoo_4_2'
 'band_aid_1_1']",[0.27 0.65 0.75 0.61 0.6 ],[0.27 0.65 0.66 0.48 0.54],[0.27 0.65 0.7  0.55 0.57],[0.34 0.64 0.62 0.56 0.53]
1562,A pink sponge.,sponge_2_4,0,[0 1 3 4 2],sponge_2_4,"['sponge_2_4' 'toothpaste_1_3' 'spoon_1_3' 'soda_bottle_1_1'
 'lightbulb_5_2']",[0.14 0.3  0.76 0.89 0.57],[0.17 0.66 0.65 0.87 0.67],[0.16 0.48 0.7  0.88 0.62],[0.27 0.43 0.66 0.82 0.61]
1563,It is a pink sponge,sponge_2_4,0,[0 2 1 3 4],sponge_2_4,"['sponge_2_4' 'tissue_box_1_4' 'screwdriver_3_3' 'picture_frame_5_1'
 'hammer_4_2']",[0.17 0.57 0.61 0.6  0.66],[0.19 0.57 0.51 0.6  0.69],[0.18 0.57 0.56 0.6  0.67],[0.19 0.64 0.55 0.66 0.75]
1564,There is a pink sponge.,sponge_2_4,0,[0 3 1 4 2],sponge_2_4,"['sponge_2_4' 'pencil_3_4' 'potato_3_4' 'food_can_1_4'
 'measuring_tape_2_1']",[0.21 0.52 0.4  0.69 0.51],[0.22 0.58 0.45 0.7  0.57],[0.21 0.55 0.42 0.7  0.54],[0.22 0.58 0.43 0.71 0.58]
1565,The object is a pink sponge.,sponge_2_4,0,[0 3 4 1 2],sponge_2_4,['sponge_2_4' 'screwdriver_5_4' 'stapler_3_2' 'book_3_1' 'stapler_2_3'],[0.17 0.69 0.67 0.56 0.57],[0.19 0.62 0.71 0.41 0.62],[0.18 0.66 0.69 0.49 0.6 ],[0.27 0.59 0.62 0.39 0.55]
1566,a porous pink scrubber,sponge_2_4,0,[0 2 3 4 1],sponge_2_4,"['sponge_2_4' 'toothbrush_2_1' 'bowl_1_4' 'can_opener_4_4'
 'hand_towel_2_3']",[0.29 0.44 0.5  0.56 0.46],[0.27 0.51 0.55 0.53 0.48],[0.28 0.48 0.52 0.55 0.47],[0.25 0.51 0.58 0.63 0.59]
1567,A pink sponge that can be used to clean dishes or anything dirty,sponge_2_4,0,[0 1 2 3 4],sponge_2_4,"['sponge_2_4' 'measuring_tape_2_1' 'scissors_3_3' 'food_can_3_2'
 'food_can_2_2']",[0.22 0.53 0.7  0.79 0.77],[0.22 0.64 0.57 0.69 0.81],[0.22 0.59 0.64 0.74 0.79],[0.25 0.63 0.64 0.75 0.8 ]
1568,a pink sponge,sponge_2_4,0,[0 2 4 1 3],sponge_2_4,"['sponge_2_4' 'toothpaste_3_4' 'medicine_bottle_1_2' 'spoon_4_2'
 'cell_phone_2_2']",[0.16 0.56 0.7  0.66 0.6 ],[0.19 0.55 0.78 0.4  0.58],[0.18 0.56 0.74 0.53 0.59],[0.19 0.5  0.65 0.51 0.61]
1569,A rectangular pink cellulose sponge for cleaning or absorbing liquid.,sponge_2_4,0,[0 2 4 3 1],sponge_2_4,['sponge_2_4' 'syringe_3_1' 'scissors_2_1' 'pliers_3_4' 'plate_3_4'],[0.15 0.44 0.69 0.72 0.42],[0.21 0.56 0.77 0.67 0.48],[0.18 0.5  0.73 0.7  0.45],[0.22 0.38 0.63 0.68 0.49]
1570,a box with toothpaste,toothpaste_1_3,0,[0 4 3 1 2],toothpaste_1_3,"['toothpaste_1_3' 'spoon_2_3' 'can_opener_4_1' 'tissue_box_1_3'
 'measuring_tape_5_2']",[0.36 0.84 0.59 0.61 0.63],[0.45 0.63 0.75 0.43 0.56],[0.41 0.74 0.67 0.52 0.6 ],[0.4  0.61 0.56 0.48 0.55]
1571,a silver pair of scissors,scissors_5_1,0,[0 2 3 4 1],scissors_5_1,"['scissors_5_1' 'lightbulb_2_4' 'lightbulb_2_4' 'food_can_3_2'
 'syringe_5_1']",[0.22 0.8  0.8  0.82 0.44],[0.19 0.68 0.68 0.69 0.69],[0.2  0.74 0.74 0.76 0.56],[0.23 0.75 0.75 0.8  0.62]
1572,NA,toothpaste_1_3,2,[2 0 4 3 1],sponge_1_3,"['toothpaste_1_3' 'sponge_1_3' 'spoon_3_3' 'coffee_mug_5_1'
 'toothbrush_3_3']",[0.41 0.33 0.43 0.43 0.45],[0.48 0.38 0.53 0.48 0.38],[0.44 0.36 0.48 0.46 0.41],[0.55 0.5  0.57 0.45 0.59]
1573,a pair of small metal clippers,scissors_5_1,0,[0 4 1 3 2],scissors_5_1,['scissors_5_1' 'lemon_4_4' 'marker_2_1' 'plate_4_2' 'picture_frame_4_4'],[0.39 0.79 0.47 0.64 0.65],[0.36 0.57 0.47 0.57 0.46],[0.38 0.68 0.47 0.6  0.55],[0.3  0.69 0.57 0.63 0.56]
1574,REMOVE THE DIET FOOD IN THE TEETH AND MOUTH.,toothpaste_1_3,0,[0 3 2 1 4],toothpaste_1_3,"['toothpaste_1_3' 'shampoo_3_1' 'food_jar_1_3' 'measuring_tape_1_3'
 'measuring_tape_4_1']",[0.41 0.58 0.56 0.59 0.69],[0.5  0.54 0.56 0.51 0.64],[0.46 0.56 0.56 0.55 0.67],[0.43 0.57 0.58 0.51 0.63]
1575,"used for cutting variou thin materials, such as paper, cardboard, metal foil, cloth, rope, and wire.",scissors_5_1,0,[0 1 4 3 2],scissors_5_1,"['scissors_5_1' 'toothpaste_3_4' 'potato_5_1' 'screwdriver_5_1'
 'screwdriver_1_3']",[0.26 0.52 0.81 0.68 0.47],[0.23 0.46 0.74 0.55 0.66],[0.25 0.49 0.78 0.61 0.56],[0.31 0.4  0.75 0.59 0.46]
1576,A box of arm and hammer.,toothpaste_1_3,1,[1 2 4 3 0],picture_frame_1_2,"['toothpaste_1_3' 'banana_3_4' 'syringe_2_4' 'book_3_1'
 'picture_frame_1_2']",[0.5  0.52 0.62 0.54 0.32],[0.5  0.51 0.62 0.56 0.55],[0.5  0.52 0.62 0.55 0.43],[0.44 0.63 0.72 0.43 0.45]
1577,A pair of grey medical scissors.,scissors_5_1,0,[0 3 4 2 1],scissors_5_1,"['scissors_5_1' 'hammer_6_2' 'bell_pepper_5_1' 'measuring_tape_2_1'
 'stapler_1_1']",[0.19 0.88 0.87 0.61 0.57],[0.19 0.52 0.73 0.64 0.55],[0.19 0.7  0.8  0.63 0.56],[0.22 0.7  0.81 0.69 0.6 ]
1578,A long rectangle shaped orange and white tooth paste box.,toothpaste_1_3,0,[0 3 1 4 2],toothpaste_1_3,"['toothpaste_1_3' 'water_bottle_5_1' 'can_opener_2_1' 'lime_5_3'
 'scissors_2_3']",[0.32 0.59 0.6  0.88 0.59],[0.45 0.65 0.55 0.84 0.62],[0.38 0.62 0.58 0.86 0.61],[0.36 0.59 0.53 0.84 0.59]
1579,A small pair of silver trimming scissors.,scissors_5_1,0,[0 1 4 3 2],scissors_5_1,['scissors_5_1' 'cap_1_2' 'bowl_3_2' 'mouse_3_3' 'pencil_4_4'],[0.2  0.61 0.76 0.76 0.47],[0.19 0.52 0.72 0.58 0.67],[0.19 0.56 0.74 0.67 0.57],[0.21 0.6  0.77 0.69 0.62]
1580,This is an unopened box of toothpaste. The brand is Arm and Hammer and they packaging is light orange and red.,toothpaste_1_3,0,[0 4 1 3 2],toothpaste_1_3,"['toothpaste_1_3' 'notebook_2_3' 'tissue_box_1_4' 'water_bottle_2_4'
 'bell_pepper_4_3']",[0.38 0.61 0.58 0.66 0.57],[0.49 0.7  0.58 0.62 0.67],[0.43 0.66 0.58 0.64 0.62],[0.48 0.53 0.52 0.62 0.59]
1581,These are small scissors. They are completely metal.,scissors_5_1,0,[0 2 1 4 3],scissors_5_1,"['scissors_5_1' 'screwdriver_5_4' 'sponge_1_3' 'spoon_1_3'
 'measuring_tape_4_1']",[0.22 0.77 0.6  0.81 0.78],[0.21 0.52 0.64 0.58 0.53],[0.22 0.65 0.62 0.69 0.66],[0.22 0.64 0.62 0.72 0.66]
1582,The object is a box of toothpaste.,toothpaste_1_3,0,[0 4 2 3 1],toothpaste_1_3,['toothpaste_1_3' 'bowl_4_2' 'spoon_5_4' 'allen_wrench_4_3' 'plate_1_2'],[0.36 0.64 0.67 0.67 0.53],[0.47 0.68 0.57 0.62 0.53],[0.41 0.66 0.62 0.65 0.53],[0.39 0.66 0.59 0.6  0.51]
1583,The object is a pair of silver metal scissors.,scissors_5_1,0,[0 3 1 2 4],scissors_5_1,['scissors_5_1' 'spoon_1_3' 'potato_3_4' 'can_opener_4_1' 'lightbulb_3_1'],[0.21 0.77 0.61 0.62 0.79],[0.22 0.54 0.56 0.55 0.62],[0.22 0.65 0.58 0.59 0.7 ],[0.22 0.65 0.61 0.58 0.69]
1584,There is a box of Arm & Hammer toothpaste.,toothpaste_1_3,0,[0 3 4 1 2],toothpaste_1_3,"['toothpaste_1_3' 'lightbulb_4_3' 'lemon_1_4' 'toothbrush_1_1'
 'tissue_box_1_3']",[0.36 0.7  0.92 0.5  0.65],[0.45 0.82 0.89 0.42 0.5 ],[0.41 0.76 0.91 0.46 0.58],[0.39 0.66 0.82 0.49 0.5 ]
1585,There is a pair of scissors which are used for cutting fabric.,scissors_5_1,0,[0 3 4 1 2],scissors_5_1,['scissors_5_1' 'stapler_2_3' 'book_2_4' 'pliers_2_3' 'sponge_2_4'],[0.25 0.63 0.8  0.49 0.59],[0.21 0.78 0.84 0.47 0.51],[0.23 0.7  0.82 0.48 0.55],[0.24 0.69 0.78 0.48 0.54]
1586,It is a package of Arm and Hammer complete care toothpaste.,toothpaste_1_3,0,[0 2 4 3 1],toothpaste_1_3,"['toothpaste_1_3' 'food_jar_4_1' 'lime_2_2' 'bell_pepper_5_1'
 'toothbrush_2_1']",[0.35 0.54 0.94 0.8  0.44],[0.46 0.57 0.82 0.68 0.59],[0.4  0.55 0.88 0.74 0.51],[0.39 0.53 0.89 0.76 0.53]
1587,It is a pair of silver surgical scissors.,scissors_5_1,0,[0 2 1 4 3],scissors_5_1,"['scissors_5_1' 'measuring_tape_3_4' 'eye_glasses_4_1' 'marker_2_1'
 'bowl_4_2']",[0.16 0.54 0.44 0.7  0.64],[0.18 0.54 0.35 0.69 0.67],[0.17 0.54 0.39 0.69 0.65],[0.27 0.41 0.44 0.58 0.64]
